date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_22_normalized,smart_22_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw
2016-01-01,Z300PM99,ST4000DM000,1.976651427858e-311,0,118,187666096,,,92,0,100,14,100,0,86,2.06377285e-315,,,79,19133,100,0,,,100,14,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,97.0,3.0,69.0,31.0,100.0,0.0,100.0,6.0,88.0,25971.0,31.0,31.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,7.49043294346526e-310,100.0,1.17841681623e-313,100.0,1.167141278335e-312,,,,,,,,
2016-01-01,Z300GYM0,ST4000DM000,1.976651427858e-311,0,118,196694488,,,91,0,100,9,100,0,84,1.527495875e-315,,,76,21362,100,0,,,100,9,,,,,100.0,0.0,100.0,0.0,99.0,1.0,100.0,0.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,3.0,91.0,19874.0,28.0,28.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,1.0455e-319,100.0,1.1562101252e-313,100.0,4.8629800348e-313,,,,,,,,
2016-01-01,JK1105B8J10GXX,Hitachi HDS722020ALA330,9.88328391275e-312,0,97,393217,100.0,0.0,119,579,100,27,100,4,100,0.0,100.0,0.0,95,40717,100,0,,,100,27,,,,,,,,,,,,0.0,,,,,,,100.0,815.0,100.0,815.0,250.0,24.0,,,100.0,4.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,
2016-01-01,WD-WCC4M3TTXF1Y,WDC WD20EFRX,9.88328391275e-312,0,200,247,,,100,0,100,3,200,0,100,0.0,,,97,2526,100,0,100.0,0.0,100,3,,,,,,,,,,,,0.0,,,,,,,200.0,0.0,200.0,101.0,128.0,19.0,,,200.0,0.0,200,0,100,0,200,0,100.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,
2016-01-01,Z3015CR3,ST4000DM000,1.976651427858e-311,0,106,11315960,,,91,0,100,8,100,0,85,1.85083021e-315,,,80,17583,100,0,,,100,8,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,94.0,6.0,79.0,21.0,100.0,0.0,100.0,1.0,100.0,1276.0,21.0,21.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,9.86282423769566e-310,100.0,1.10562976056e-313,100.0,1.08322435323e-312,,,,,,,,
2016-01-01,WD-WMC4N0727496,WDC WD30EFRX,1.4824899095664e-311,0,200,0,,,100,0,100,4,200,0,100,0.0,,,98,1712,100,0,100.0,0.0,100,4,,,,,,,,,,,,0.0,,,,,,,200.0,0.0,200.0,55.0,125.0,25.0,,,200.0,0.0,200,0,100,0,200,0,100.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,
2016-01-01,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,200,0,,,139,4033,100,25,200,0,200,0.0,,,62,28287,100,0,100.0,0.0,100,23,,,,,,,,,,,,0.0,,,,,,,200.0,16.0,200.0,25.0,107.0,36.0,,,200.0,0.0,200,0,100,0,200,0,100.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,
2016-01-01,Z3015C7D,ST4000DM000,1.976651427858e-311,0,119,215630552,,,92,0,100,8,100,0,85,1.805404693e-315,,,80,17549,100,0,,,100,8,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,92.0,8.0,66.0,34.0,100.0,0.0,100.0,4.0,100.0,579.0,34.0,34.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,7.89042914999196e-310,100.0,1.100918847e-313,100.0,1.04190440698e-312,,,,,,,,
2016-01-01,W300SSCN,ST4000DM000,1.976651427858e-311,0,117,163030352,,,99,0,100,12,100,0,84,1.570948573e-315,,,94,5577,100,0,,,100,1,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,82.0,18.0,100.0,0.0,100.0,0.0,100.0,780.0,18.0,18.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,2.7544e-320,100.0,6.975831026e-314,100.0,1.120693161e-313,,,,,,,,
2016-01-01,Z300GZ7X,ST4000DM000,1.976651427858e-311,0,114,83503256,,,92,0,100,9,100,0,87,3.21018117e-315,,,76,21599,100,0,,,100,9,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,94.0,6.0,73.0,27.0,100.0,0.0,100.0,3.0,93.0,15961.0,27.0,27.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,1.0639e-319,100.0,1.43631478904e-313,100.0,6.8125614327e-313,,,,,,,,
2016-01-01,W300J9JA,ST4000DM000,1.976651427858e-311,0,117,135719336,,,91,0,100,15,100,0,86,1.99750879e-315,,,78,19490,100,0,,,100,14,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.0,1.0,80.0,20.0,100.0,0.0,100.0,3.0,95.0,10491.0,20.0,20.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,5.0017562798455e-310,100.0,1.12535502356e-313,100.0,1.03055318539e-312,,,,,,,,
2016-01-01,Z300XBVK,ST4000DM000,1.976651427858e-311,0,115,97291736,,,92,0,100,8,100,0,88,3.91834734e-315,,,84,14577,100,0,,,100,8,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,1.0,93.0,15676.0,28.0,28.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,7.075e-320,100.0,8.950057833e-314,100.0,2.53162583685e-313,,,,,,,,
2016-01-01,Z300X7EZ,ST4000DM000,1.976651427858e-311,0,115,87974488,,,92,0,100,18,100,28,85,1.92904991e-315,,,80,17979,100,0,,,100,18,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,93.0,7.0,71.0,29.0,100.0,0.0,100.0,13.0,97.0,6512.0,29.0,29.0,,,,,100,28,100,28,200,0,,,,,,,,,,,,,,,,,100.0,4.7649415494992e-310,100.0,1.15870985964e-313,100.0,1.099540179674e-312,,,,,,,,
2016-01-01,W300B34S,ST4000DM000,1.976651427858e-311,0,119,223997848,,,92,0,100,17,100,0,88,3.473978024e-315,,,75,22375,100,0,,,100,17,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,0.0,100.0,5.0,94.0,13664.0,29.0,29.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,1.19591438798245e-309,100.0,1.38309966093e-313,100.0,7.967811944e-313,,,,,,,,
2016-01-01,S301146W,ST4000DM000,1.976651427858e-311,0,112,46316008,,,97,0,100,3,100,0,84,1.21083794e-315,,,93,6203,100,0,,,100,3,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,91.0,19762.0,21.0,21.0,,,,,81,3128,81,3128,200,0,,,,,,,,,,,,,,,,,100.0,3.0034e-320,100.0,1.22839660734e-313,100.0,3.3487360023e-314,,,,,,,,
2016-01-01,JK1105B8GA6AYX,Hitachi HDS722020ALA330,9.88328391275e-312,0,100,65536,100.0,0.0,115,629,100,26,100,18,100,0.0,100.0,0.0,94,45189,100,0,,,100,26,,,,,,,,,,,,0.0,,,,,,,99.0,1243.0,99.0,1243.0,181.0,33.0,,,100.0,18.0,100,0,100,0,200,2,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,
2016-01-01,S300Z46R,ST4000DM000,1.976651427858e-311,0,116,115614024,,,97,0,100,3,100,0,81,7.5011717e-316,,,96,4015,100,0,,,100,3,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,65.0,35.0,100.0,0.0,100.0,0.0,81.0,39025.0,35.0,35.0,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,100.0,1.8295e-320,100.0,9.0404426023e-314,100.0,3.633166627e-314,,,,,,,,
2016-01-01,Z3026YZN,ST4000DM000,1.976651427858e-311,0,115,99616608,,,93,0,100,8,100,0,86,2.207717927e-315,,,91,8359,100,0,,,100,8,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,99.0,3878.0,22.0,22.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,4.122e-320,100.0,8.282668877e-314,100.0,6.8914531526e-313,,,,,,,,
2016-01-01,W300BT0J,ST4000DM000,1.976651427858e-311,0,112,46846400,,,92,0,100,11,100,0,87,2.683106567e-315,,,75,22157,100,0,,,100,11,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,96.0,4.0,75.0,25.0,100.0,0.0,100.0,3.0,81.0,39365.0,25.0,25.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,9.2417160698995e-310,100.0,1.25168133734e-313,100.0,1.38904757316e-312,,,,,,,,
2016-01-01,S300XR31,ST4000DM000,1.976651427858e-311,0,114,64918032,,,99,0,100,1,100,0,87,2.799398004e-315,,,90,9342,100,0,,,100,1,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,67.0,33.0,100.0,0.0,100.0,0.0,100.0,86.0,33.0,33.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,4.615e-320,100.0,8.575526299e-314,100.0,6.73717520086e-313,,,,,,,,
2016-01-01,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,200,0,,,138,4058,100,61,200,0,200,0.0,,,52,35587,100,0,100.0,0.0,100,59,,,,,,,,,,,,0.0,,,,,,,200.0,17.0,200.0,43.0,107.0,36.0,,,200.0,0.0,200,0,200,0,200,0,200.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,
2016-01-01,WD-WMC4N2523398,WDC WD30EFRX,1.4824899095664e-311,0,200,0,,,178,6083,100,8,200,0,100,0.0,,,85,11646,100,0,100.0,0.0,100,8,,,,,,,,,,,,0.0,,,,,,,200.0,2.0,200.0,151.0,127.0,23.0,,,200.0,0.0,200,0,100,0,200,0,100.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,
2016-01-01,WD-WX71A9290300,WDC WD3200BEKT,1.581370405447e-312,0,200,0,,,162,900,100,27,200,0,100,0.0,,,74,19652,100,0,100.0,0.0,100,26,,,,,,,,,,,,0.0,,,,,89.0,11.0,200.0,10.0,126.0,222923.0,110.0,33.0,,,200.0,0.0,200,0,100,0,200,0,100.0,0.0,,,,,,,,,,,,,,,74.0,9.5626e-320,200.0,1.05171825383e-313,200.0,5.155850436e-314,,,,,,,200.0,0.0
2016-01-01,Z300PMEL,ST4000DM000,1.976651427858e-311,0,120,632824,,,92,0,100,15,100,0,86,2.173293715e-315,,,79,19164,100,0,,,100,15,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,94.0,6.0,70.0,30.0,100.0,0.0,100.0,6.0,93.0,15977.0,30.0,30.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,5.36546635839575e-310,100.0,1.1753830401e-313,100.0,1.230131487365e-312,,,,,,,,
2016-01-01,WD-WCAV3E973409,WDC WD800AAJS,3.95382761547e-313,0,200,0,,,135,4208,100,30,200,0,200,0.0,,,54,34044,100,0,100.0,0.0,100,29,,,,,,,,,,,,0.0,,,,,,,200.0,13.0,200.0,30.0,114.0,29.0,,,200.0,0.0,200,0,100,0,200,0,100.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,
2016-01-01,W300D36Z,ST4000DM000,1.976651427858e-311,0,118,170843768,,,92,0,100,11,100,0,87,2.755283496e-315,,,75,22190,100,0,,,100,11,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,83.0,17.0,77.0,23.0,100.0,0.0,100.0,5.0,73.0,54316.0,23.0,23.0,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,100.0,7.944752252215e-311,100.0,1.31367930996e-313,100.0,6.1854040684e-313,,,,,,,,
2016-01-01,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,117,154589568,,,98,0,100,15,100,0,85,1.658048774e-315,,,86,12747,100,0,,,100,15,,,,,,,100.0,0.0,100.0,0.0,100.0,6e-323,100.0,0.0,67.0,33.0,100.0,1.0,100.0,0.0,87.0,27108.0,33.0,33.0,52.0,154589568.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,5.33554621743203e-310,100.0,9.3783921e-316,100.0,6.67292677e-315,1.0,28073404.0,1.0,53790853.0,1.0,24457970.0,100.0,0.0
2016-01-01,Z300XNXP,ST4000DM000,1.976651427858e-311,0,119,225697000,,,91,0,100,9,100,0,81,6.17075966e-316,,,81,17359,100,0,,,100,9,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,2.1220281705e-314,98.0,2.0,69.0,31.0,100.0,0.0,100.0,1.0,88.0,25119.0,31.0,31.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,6.934682253387e-311,100.0,8.971725658e-314,100.0,3.51828437176e-313,,,,,,,,
2016-01-01,Z3025LCN,ST4000DM000,1.976651427858e-311,0,118,168063440,,,97,0,100,3,100,0,86,2.191625675e-315,,,89,10111,100,0,,,100,3,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,95.0,5.0,67.0,33.0,100.0,0.0,100.0,0.0,96.0,8446.0,33.0,33.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,4.9723e-320,100.0,9.6003146415e-314,100.0,2.01742727434e-313,,,,,,,,
2016-01-01,Z300XD1D,ST4000DM000,1.976651427858e-311,0,110,26707216,,,92,0,100,12,100,8,85,1.858050856e-315,,,80,17978,100,0,,,100,12,,,,,100.0,0.0,100.0,0.0,96.0,4.0,100.0,0.0,92.0,8.0,73.0,27.0,100.0,0.0,100.0,8.0,97.0,6500.0,27.0,27.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,1.6025312222236e-310,100.0,1.15836096886e-313,100.0,1.099848970663e-312,,,,,,,,
2016-01-01,W0Q7G3WK,ST320LT007,1.581370405447e-312,0,112,48255792,,,98,0,100,13,100,0,87,3.061816634e-315,,,70,26557,100,0,,,100,13,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,66.0,34.0,100.0,4.0,100.0,0.0,33.0,135985.0,34.0,34.0,53.0,48255792.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,4.92472783297733e-310,100.0,1.023351958e-314,100.0,5.874695343e-315,1.0,93581166.0,1.0,172472806.0,1.0,81717967.0,100.0,0.0
2016-01-01,S3011FTD,ST4000DM000,1.976651427858e-311,0,115,100105960,,,98,0,100,2,100,0,84,1.251968315e-315,,,93,6202,100,0,,,100,2,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,90.0,20614.0,19.0,19.0,,,,,100,48,100,48,200,0,,,,,,,,,,,,,,,,,100.0,3.003e-320,100.0,1.20993434884e-313,100.0,6.009394375e-314,,,,,,,,
2016-01-01,WD-WCC4N0397882,WDC WD30EFRX,1.4824899095664e-311,0,200,18,,,178,6066,100,31,200,0,100,0.0,,,81,14366,100,0,100.0,0.0,100,30,,,,,,,,,,,,0.0,,,,,,,200.0,5.0,124.0,230611.0,127.0,23.0,,,200.0,0.0,200,0,100,0,200,0,100.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,
2016-01-01,W0Q7G3JM,ST320LT007,1.581370405447e-312,0,117,127002568,,,98,0,100,13,100,0,87,2.691929734e-315,,,71,25719,100,0,,,100,13,,,,,,,100.0,0.0,100.0,0.0,100.0,9e-323,100.0,0.0,77.0,23.0,100.0,3.0,100.0,0.0,15.0,171761.0,23.0,23.0,57.0,127002568.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,5.163664558998e-310,100.0,1.8863350677e-314,100.0,1.4772445223e-314,1.0,33837236.0,1.0,63820359.0,1.0,28945965.0,100.0,0.0
2016-01-01,WD-WMAV3J935957,WDC WD800AAJS,3.95382761547e-313,0,200,0,,,134,4283,100,19,200,0,200,0.0,,,56,32573,100,0,100.0,0.0,100,16,,,,,,,,,,,,0.0,,,,,,,200.0,10.0,200.0,19.0,113.0,30.0,,,200.0,0.0,200,0,100,0,200,0,100.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,
2016-01-01,W0Q7FR76,ST320LT007,1.581370405447e-312,0,119,214305488,,,98,0,100,22,100,0,87,2.900485807e-315,,,71,25761,100,0,,,100,22,,,,,,,100.0,0.0,100.0,0.0,100.0,1.53e-322,100.0,0.0,74.0,26.0,100.0,12.0,100.0,0.0,13.0,174157.0,26.0,26.0,53.0,214305488.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,2.5937154565614e-310,100.0,1.0397204827e-314,100.0,1.83325516e-315,1.0,131081989.0,1.0,247980555.0,1.0,115965600.0,100.0,0.0
2016-01-01,WD-WMAV3K823407,WDC WD1600AAJB,7.9071197618e-313,0,200,0,,,136,4158,100,38,200,0,200,0.0,,,61,28969,100,0,100.0,0.0,100,36,,,,,,,,,,,,0.0,,,,,,,200.0,26.0,200.0,38.0,105.0,38.0,,,200.0,0.0,200,0,200,0,200,2,200.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,
2016-01-01,Z30177ZE,ST4000DM000,1.976651427858e-311,0,119,227200104,,,93,0,100,7,100,0,78,3.8711619e-316,,,82,15969,100,0,,,100,7,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,87.0,13.0,75.0,25.0,100.0,0.0,100.0,1.0,27.0,147490.0,25.0,25.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,7.594e-320,100.0,1.0856184272e-313,100.0,4.83739467803e-313,,,,,,,,
2016-01-01,S300XRCA,ST4000DM000,1.976651427858e-311,0,117,163762856,,,98,0,100,2,100,0,83,1.07714118e-315,,,94,5528,100,0,,,100,2,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,84.0,32531.0,22.0,22.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,2.666e-320,100.0,1.11536766726e-313,100.0,4.5470935143e-314,,,,,,,,
2016-01-01,W0Q7D8BK,ST320LT007,1.581370405447e-312,0,117,151217216,,,98,0,100,10,100,0,87,2.876330755e-315,,,70,26490,100,0,,,100,10,,,,,,,100.0,0.0,100.0,0.0,100.0,6e-323,100.0,0.0,69.0,31.0,100.0,6.0,100.0,0.0,35.0,130664.0,31.0,31.0,53.0,151217216.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,4.73247501431306e-310,100.0,5.67534077e-316,100.0,1.1953943755e-314,1.0,161913456.0,1.0,316583598.0,1.0,144874759.0,100.0,0.0
2016-01-01,Z304JFAQ,ST4000DM000,1.976651427858e-311,0,111,29537008,,,99,0,100,1,100,0,75,1.6699677e-316,,,99,1022,100,0,,,100,1,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,0.0,100.0,0.0,97.0,6739.0,29.0,29.0,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,100.0,4.35e-321,100.0,2.6626060846e-314,100.0,2.0670563e-315,,,,,,,,
